ID	data	length	Byte1	Byte2	Byte3	Byte4	Byte5	Byte6	Byte7	Byte8
380	0200000080002010	8	02	00	00	00	80	00	20	10
1F3	8080	2	80	80						
C7	03A3073C	4	03	A3	07	3C				
1ED	41900646000061FF	8	41	90	06	46	00	00	61	FF
C9	840F5F0000410800	8	84	0F	5F	00	00	41	08	00
19D	92322DCC010BEFFF	8	92	32	2D	CC	01	0B	EF	FF
1ED	4190063F000061D6	8	41	90	06	3F	00	00	61	D6
1E1	0000040000	5	00	00	04	00	00			
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
4C1	10C83C3F7E000000	8	10	C8	3C	3F	7E	00	00	00
772	00110056006F02	7	00	11	00	56	00	6F	02	
C7	03A3073C	4	03	A3	07	3C				
F1	930000C0	4	93	00	00	C0				
1EF	0000079F	4	00	00	07	9F				
380	020000008000211F	8	02	00	00	00	80	00	21	1F
3C9	0400000000000000	8	04	00	00	00	00	00	00	00
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
F1	AF0000C0	4	AF	00	00	C0				
C7	03A44CF0	4	03	A4	4C	F0				
191	06FA06FA06FA0000	8	06	FA	06	FA	06	FA	00	00
12A	42000000B26E1FFF	8	42	00	00	00	B2	6E	1F	FF
191	06FF06FF06FF0000	8	06	FF	06	FF	06	FF	00	00
1EF	00000799	4	00	00	07	99				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
F1	BB0000C0	4	BB	00	00	C0				
1E1	00FF050020	5	00	FF	05	00	20			
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C7	03A44CF0	4	03	A4	4C	F0				
3C9	0000000000000000	8	00	00	00	00	00	00	00	00
C9	840EF90D00410800	8	84	0E	F9	0D	00	41	08	00
1EF	00000799	4	00	00	07	99				
F9	7C2C40006A0CF1FF	8	7C	2C	40	00	6A	0C	F1	FF
380	020000008000221E	8	02	00	00	00	80	00	22	1E
388	0000001000000000	8	00	00	00	10	00	00	00	00
C7	03A44CF0	4	03	A4	4C	F0				
C9	840F2B0A00410800	8	84	0F	2B	0A	00	41	08	00
C9	840EE40000410800	8	84	0E	E4	00	00	41	08	00
F1	930000C0	4	93	00	00	C0				
2C3	09EF066408A661	7	09	EF	06	64	08	A6	61	
189	0FFF0FFF3001	6	0F	FF	0F	FF	30	01		
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
19D	12322DCE010AC8FF	8	12	32	2D	CE	01	0A	C8	FF
C7	03A44CF0	4	03	A4	4C	F0				
F1	AF0000C0	4	AF	00	00	C0				
C9	840EE40700410800	8	84	0E	E4	07	00	41	08	00
1ED	41900633000061D6	8	41	90	06	33	00	00	61	D6
1E1	00FE060040	5	00	FE	06	00	40			
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
388	0000001000000000	8	00	00	00	10	00	00	00	00
F1	BB0000C0	4	BB	00	00	C0				
C7	03A44CF0	4	03	A4	4C	F0				
191	07170717070E0000	8	07	17	07	17	07	0E	00	00
C9	840EF10A00410800	8	84	0E	F1	0A	00	41	08	00
1A1	00104140000000	7	00	10	41	40	00	00	00	
1EF	000007A3	4	00	00	07	A3				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
F1	870000C0	4	87	00	00	C0				
19D	52322DCD010A20FF	8	52	32	2D	CD	01	0A	20	FF
C7	03A581CD	4	03	A5	81	CD				
C9	840F030D00410800	8	84	0F	03	0D	00	41	08	00
191	071C071C07170000	8	07	1C	07	1C	07	17	00	00
1EF	0000078F	4	00	00	07	8F				
C7	03A581CD	4	03	A5	81	CD				
1E1	00FD070060	5	00	FD	07	00	60			
280	0000000000000000	8	00	00	00	00	00	00	00	00
2F0	00FF000000000000	8	00	FF	00	00	00	00	00	00
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C7	03A581CD	4	03	A5	81	CD				
19D	92322DCC010993FF	8	92	32	2D	CC	01	09	93	FF
C9	840F040000410800	8	84	0F	04	00	00	41	08	00
2C3	09EF066408CF62	7	09	EF	06	64	08	CF	62	
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
1ED	4190065100006199	8	41	90	06	51	00	00	61	99
C7	03A581CD	4	03	A5	81	CD				
F1	BB0000C0	4	BB	00	00	C0				
C9	840F020700410800	8	84	0F	02	07	00	41	08	00
191	071A0719071C0000	8	07	1A	07	19	07	1C	00	00
1EF	000007B0	4	00	00	07	B0				
C7	03A581CD	4	03	A5	81	CD				
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
380	020000008000211F	8	02	00	00	00	80	00	21	1F
388	0000001000000000	8	00	00	00	10	00	00	00	00
C7	03A581CD	4	03	A5	81	CD				
12A	42000000B26E1FFF	8	42	00	00	00	B2	6E	1F	FF
C9	840F020A00410800	8	84	0F	02	0A	00	41	08	00
1C3	071A078F00000000	8	07	1A	07	8F	00	00	00	00
C7	03A581CD	4	03	A5	81	CD				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
1F3	8080	2	80	80						
1ED	4190065400006171	8	41	90	06	54	00	00	61	71
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
3C9	0000000000000000	8	00	00	00	00	00	00	00	00
C9	840EFB0D00410800	8	84	0E	FB	0D	00	41	08	00
1EF	000007A9	4	00	00	07	A9				
F9	7BCD4000780CF8FF	8	7B	CD	40	00	78	0C	F8	FF
280	0000000000000000	8	00	00	00	00	00	00	00	00
380	020000008000221E	8	02	00	00	00	80	00	22	1E
388	0000001000000000	8	00	00	00	10	00	00	00	00
C7	03A581CD	4	03	A5	81	CD				
19D	12322DCE010867FF	8	12	32	2D	CE	01	08	67	FF
F1	BB0000C0	4	BB	00	00	C0				
2C3	09F0066408CA62	7	09	F0	06	64	08	CA	62	
189	0FFF0FFF3001	6	0F	FF	0F	FF	30	01		
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C7	03A581CD	4	03	A5	81	CD				
C7	03A6CBC3	4	03	A6	CB	C3				
F1	870000C0	4	87	00	00	C0				
C9	840EDA0700410800	8	84	0E	DA	07	00	41	08	00
191	07220722071A0000	8	07	22	07	22	07	1A	00	00
1EF	00000782	4	00	00	07	82				
C7	03A6CBC3	4	03	A6	CB	C3				
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
380	020000008000231D	8	02	00	00	00	80	00	23	1D
388	0000001000000000	8	00	00	00	10	00	00	00	00
C7	03A6CBC3	4	03	A6	CB	C3				
1F3	C0C0	2	C0	C0						
C9	840EBA0A00410800	8	84	0E	BA	0A	00	41	08	00
1AF	0000	2	00	00						
1EF	0000077F	4	00	00	07	7F				
C7	03A6CBC3	4	03	A6	CB	C3				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
F1	AF0000C0	4	AF	00	00	C0				
1E1	00FE060040	5	00	FE	06	00	40			
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C7	03A6CBC3	4	03	A6	CB	C3				
C9	840EBA0D00410800	8	84	0E	BA	0D	00	41	08	00
1ED	4190065900006134	8	41	90	06	59	00	00	61	34
1EF	0000077F	4	00	00	07	7F				
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
280	0000000000000000	8	00	00	00	00	00	00	00	00
2D1	0000000000	5	00	00	00	00	00			
C7	03A6CBC3	4	03	A6	CB	C3				
388	0000001000000000	8	00	00	00	10	00	00	00	00
C9	840E950000410800	8	84	0E	95	00	00	41	08	00
F1	870000C0	4	87	00	00	C0				
3D1	01378000011B0000	8	01	37	80	00	01	1B	00	00
189	0FFF0FFF3001	6	0F	FF	0F	FF	30	01		
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
19D	52322DCD0107D5FF	8	52	32	2D	CD	01	07	D5	FF
C7	03A70281	4	03	A7	02	81				
F1	930000C0	4	93	00	00	C0				
C9	840E7D0700410800	8	84	0E	7D	07	00	41	08	00
1ED	419006690000610C	8	41	90	06	69	00	00	61	0C
1E1	00FD070060	5	00	FD	07	00	60			
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
380	020000008000211F	8	02	00	00	00	80	00	21	1F
388	0000001000000000	8	00	00	00	10	00	00	00	00
C7	03A70281	4	03	A7	02	81				
12A	42000000B26E1FFF	8	42	00	00	00	B2	6E	1F	FF
C9	840E5D0A00410800	8	84	0E	5D	0A	00	41	08	00
1ED	4190065A00006081	8	41	90	06	5A	00	00	60	81
F9	7B444000760CFFFF	8	7B	44	40	00	76	0C	FF	FF
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
1F3	4040	2	40	40						
C7	03A70281	4	03	A7	02	81				
191	0729072907240000	8	07	29	07	29	07	24	00	00
C9	840E5D0D00410800	8	84	0E	5D	0D	00	41	08	00
191	0737073707290000	8	07	37	07	37	07	29	00	00
1EF	00000782	4	00	00	07	82				
189	CFFF0FFF2FFE	6	CF	FF	0F	FF	2F	FE		
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
2D1	0000000000	5	00	00	00	00	00			
388	0000001000000000	8	00	00	00	10	00	00	00	00
C9	840E3B0000410800	8	84	0E	3B	00	00	41	08	00
1F5	0E0E000200000A00	8	0E	0E	00	02	00	00	0A	00
C7	03A70281	4	03	A7	02	81				
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
3FB	0000	2	00	00						
1ED	4190066F00006081	8	41	90	06	6F	00	00	60	81
C7	03A70281	4	03	A7	02	81				
F1	AF0000C0	4	AF	00	00	C0				
C9	840E440700410800	8	84	0E	44	07	00	41	08	00
191	073E073E07370000	8	07	3E	07	3E	07	37	00	00
1F3	8080	2	80	80						
189	4FFF0FFF3000	6	4F	FF	0F	FF	30	00		
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
1ED	4190069A00006081	8	41	90	06	9A	00	00	60	81
F1	BB0000C0	4	BB	00	00	C0				
388	0000001000000000	8	00	00	00	10	00	00	00	00
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
191	073E073E073E0000	8	07	3E	07	3E	07	3E	00	00
1EF	0000078F	4	00	00	07	8F				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
F1	870000C0	4	87	00	00	C0				
380	020000008000231D	8	02	00	00	00	80	00	23	1D
C7	03A84465	4	03	A8	44	65				
C9	840E2D0D00410800	8	84	0E	2D	0D	00	41	08	00
191	07430743073E0000	8	07	43	07	43	07	3E	00	00
1EF	0000078F	4	00	00	07	8F				
C7	03A84465	4	03	A8	44	65				
F9	7ACD4000700CFFFF	8	7A	CD	40	00	70	0C	FF	FF
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
1ED	4190068F00006081	8	41	90	06	8F	00	00	60	81
280	0000000000000000	8	00	00	00	00	00	00	00	00
2F0	00FF000000000000	8	00	FF	00	00	00	00	00	00
388	0000001000000000	8	00	00	00	10	00	00	00	00
1ED	419006A300006059	8	41	90	06	A3	00	00	60	59
1E1	00FE060040	5	00	FE	06	00	40			
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C7	03A84465	4	03	A8	44	65				
F1	BB0000C0	4	BB	00	00	C0				
C7	03A84465	4	03	A8	44	65				
C9	840E410700410800	8	84	0E	41	07	00	41	08	00
1EF	000007B3	4	00	00	07	B3				
C7	03A84465	4	03	A8	44	65				
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
191	0748074807430000	8	07	48	07	48	07	43	00	00
F1	870000C0	4	87	00	00	C0				
380	020000008000211F	8	02	00	00	00	80	00	21	1F
388	0000001000000000	8	00	00	00	10	00	00	00	00
12A	42000000B26E1FFF	8	42	00	00	00	B2	6E	1F	FF
1C3	074807D400000000	8	07	48	07	D4	00	00	00	00
138	0000000002	5	00	00	00	00	02			
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
1E1	00FD070060	5	00	FD	07	00	60			
1F1	0500000008000070	8	05	00	00	00	08	00	00	70
C7	03A97660	4	03	A9	76	60				
1F3	0000	2	00	00						
C9	840E760D00410800	8	84	0E	76	0D	00	41	08	00
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C7	03A97660	4	03	A9	76	60				
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
3F1	00FF8C1C00FF0000	8	00	FF	8C	1C	00	FF	00	00
4E1	424C353736393937	8	42	4C	35	37	36	39	39	37
280	0000000000000000	8	00	00	00	00	00	00	00	00
380	020000008000221E	8	02	00	00	00	80	00	22	1E
1A1	00104140000000	7	00	10	41	40	00	00	00	
2C3	09EA0664090267	7	09	EA	06	64	09	02	67	
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
771	00400000000000	7	00	40	00	00	00	00	00	
C7	03A97660	4	03	A9	76	60				
C7	03A84465	4	03	A8	44	65				
F1	870000C0	4	87	00	00	C0				
C9	840E710700410800	8	84	0E	71	07	00	41	08	00
1ED	419006DA0000600A	8	41	90	06	DA	00	00	60	0A
1E1	0000040000	5	00	00	04	00	00			
189	4FFF0FFF3000	6	4F	FF	0F	FF	30	00		
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
F1	930000C0	4	93	00	00	C0				
C7	03A97660	4	03	A9	76	60				
380	020000008000231D	8	02	00	00	00	80	00	23	1D
388	0000001000000000	8	00	00	00	10	00	00	00	00
C9	840E830A00410800	8	84	0E	83	0A	00	41	08	00
1EF	000007AD	4	00	00	07	AD				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
F1	AF0000C0	4	AF	00	00	C0				
191	0746074607480000	8	07	46	07	46	07	48	00	00
C7	03A97660	4	03	A9	76	60				
C9	840E7A0D00410800	8	84	0E	7A	0D	00	41	08	00
191	0745074507460000	8	07	45	07	45	07	46	00	00
1EF	000007B7	4	00	00	07	B7				
C7	03A97660	4	03	A9	76	60				
F9	7A5240007F0D07FF	8	7A	52	40	00	7F	0D	07	FF
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
1F3	8080	2	80	80						
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C7	03AAB79B	4	03	AA	B7	9B				
280	0000000000000000	8	00	00	00	00	00	00	00	00
2D1	0000000000	5	00	00	00	00	00			
1ED	419006EA00005FE3	8	41	90	06	EA	00	00	5F	E3
3D1	0138800001360000	8	01	38	80	00	01	36	00	00
388	0000001000000000	8	00	00	00	10	00	00	00	00
1ED	419006DF0000600A	8	41	90	06	DF	00	00	60	0A
C7	03AAB79B	4	03	AA	B7	9B				
F1	930000C0	4	93	00	00	C0				
C9	840E7B0700410800	8	84	0E	7B	07	00	41	08	00
191	0744074407450000	8	07	44	07	44	07	45	00	00
1EF	000007B7	4	00	00	07	B7				
189	4FFF0FFF3000	6	4F	FF	0F	FF	30	00		
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
1ED	419006F800005FE3	8	41	90	06	F8	00	00	5F	E3
F1	AF0000C0	4	AF	00	00	C0				
C7	03AAB79B	4	03	AA	B7	9B				
12A	42000000B26E1FFF	8	42	00	00	00	B2	6E	1F	FF
388	0000001000000000	8	00	00	00	10	00	00	00	00
1ED	4190070700005F95	8	41	90	07	07	00	00	5F	95
F9	7A2A4000600D0AFF	8	7A	2A	40	00	60	0D	0A	FF
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
1F3	C0C0	2	C0	C0						
C7	03AAB79B	4	03	AA	B7	9B				
380	020000008000211F	8	02	00	00	00	80	00	21	1F
3C9	0000000000000000	8	00	00	00	00	00	00	00	00
1ED	4190070200005F95	8	41	90	07	02	00	00	5F	95
1EF	000007B3	4	00	00	07	B3				
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
C9	840E690D00410800	8	84	0E	69	0D	00	41	08	00
C7	03AAB79B	4	03	AA	B7	9B				
280	0000000000000000	8	00	00	00	00	00	00	00	00
C9	840E690000410800	8	84	0E	69	00	00	41	08	00
1A1	00104140000000	7	00	10	41	40	00	00	00	
1ED	4190070A00005FA8	8	41	90	07	0A	00	00	5F	A8
380	020000008000221E	8	02	00	00	00	80	00	22	1E
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C7	03ABF5EE	4	03	AB	F5	EE				
F1	AF0000C0	4	AF	00	00	C0				
C9	840E5D0700410800	8	84	0E	5D	07	00	41	08	00
191	074A074A07490000	8	07	4A	07	4A	07	49	00	00
1F3	0000	2	00	00						
189	4FFF0FFF3000	6	4F	FF	0F	FF	30	00		
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
19D	12322DCE0100EA4E	8	12	32	2D	CE	01	00	EA	4E
F1	BB0000C0	4	BB	00	00	C0				
C7	03ABF5EE	4	03	AB	F5	EE				
19D	52322DCD0101666E	8	52	32	2D	CD	01	01	66	6E
C9	840E680A00410800	8	84	0E	68	0A	00	41	08	00
1C3	074A07BD00000000	8	07	4A	07	BD	00	00	00	00
C7	03ABF5EE	4	03	AB	F5	EE				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
1E1	0000040000	5	00	00	04	00	00			
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C7	03ABF5EE	4	03	AB	F5	EE				
1AF	0000	2	00	00						
C9	840E5D0D00410800	8	84	0E	5D	0D	00	41	08	00
1EF	000007B3	4	00	00	07	B3				
C7	03ABF5EE	4	03	AB	F5	EE				
189	CFFF0FFF2FFE	6	CF	FF	0F	FF	2F	FE		
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
191	074B074B074A0000	8	07	4B	07	4B	07	4A	00	00
C7	03AC1DBF	4	03	AC	1D	BF				
19D	92322DCC0101DE95	8	92	32	2D	CC	01	01	DE	95
C9	840E680000410800	8	84	0E	68	00	00	41	08	00
280	0000000000000000	8	00	00	00	00	00	00	00	00
2C3	09E9066408F668	7	09	E9	06	64	08	F6	68	
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
388	0000001000000000	8	00	00	00	10	00	00	00	00
4D1	8800640260AD008C	8	88	00	64	02	60	AD	00	8C
C7	03AC1DBF	4	03	AC	1D	BF				
F1	BB0000C0	4	BB	00	00	C0				
191	074B074B074B0000	8	07	4B	07	4B	07	4B	00	00
1E1	00FF050020	5	00	FF	05	00	20			
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
1AF	0000	2	00	00						
F1	870000C0	4	87	00	00	C0				
C7	03AC1DBF	4	03	AC	1D	BF				
12A	42000000B26E1FFF	8	42	00	00	00	B2	6E	1F	FF
19D	D2322DCB01027A83	8	D2	32	2D	CB	01	02	7A	83
134	00001000	4	00	00	10	00				
388	0000001000000000	8	00	00	00	10	00	00	00	00
189	8FFF0FFF2FFF	6	8F	FF	0F	FF	2F	FF		
F1	930000C0	4	93	00	00	C0				
1F3	8080	2	80	80						
3C9	0000000000000000	8	00	00	00	00	00	00	00	00
C7	03AD3B17	4	03	AD	3B	17				
1AF	0000	2	00	00						
C9	840E660D00410800	8	84	0E	66	0D	00	41	08	00
191	074C074C074B0000	8	07	4C	07	4C	07	4B	00	00
1EF	00000799	4	00	00	07	99				
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
1E1	00FE060040	5	00	FE	06	00	40			
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C7	03AD3B17	4	03	AD	3B	17				
1ED	419006E400005FBC	8	41	90	06	E4	00	00	5F	BC
19D	12322DCE0102A768	8	12	32	2D	CE	01	02	A7	68
F1	BB0000C0	4	BB	00	00	C0				
C7	03AD3B17	4	03	AD	3B	17				
189	0FFF0FFF3001	6	0F	FF	0F	FF	30	01		
388	0000001000000000	8	00	00	00	10	00	00	00	00
1AF	0000	2	00	00						
C7	03AE5844	4	03	AE	58	44				
F1	870000C0	4	87	00	00	C0				
C9	840E660700410800	8	84	0E	66	07	00	41	08	00
191	074C074C074C0000	8	07	4C	07	4C	07	4C	00	00
1F3	C0C0	2	C0	C0						
C7	03AE5844	4	03	AE	58	44				
F9	7A914000DD0D15FF	8	7A	91	40	00	DD	0D	15	FF
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
1ED	419006E900005F81	8	41	90	06	E9	00	00	5F	81
F1	930000C0	4	93	00	00	C0				
C7	03AE5844	4	03	AE	58	44				
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
1F5	0E0E000200000A00	8	0E	0E	00	02	00	00	0A	00
1EF	000007AD	4	00	00	07	AD				
F9	7A994000DF0D18FF	8	7A	99	40	00	DF	0D	18	FF
388	0000001000000000	8	00	00	00	10	00	00	00	00
F1	AF0000C0	4	AF	00	00	C0				
C7	03AF72C7	4	03	AF	72	C7				
1E1	00FD070060	5	00	FD	07	00	60			
C9	840E610D00410800	8	84	0E	61	0D	00	41	08	00
191	074C074C074C0000	8	07	4C	07	4C	07	4C	00	00
1EF	000007B3	4	00	00	07	B3				
C7	03AF72C7	4	03	AF	72	C7				
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
1ED	419006DA00005FBC	8	41	90	06	DA	00	00	5F	BC
C7	03AF72C7	4	03	AF	72	C7				
19D	92322DCC0002D260	8	92	32	2D	CC	00	02	D2	60
1F5	0E0E000200000A00	8	0E	0E	00	02	00	00	0A	00
191	074C074C074C0000	8	07	4C	07	4C	07	4C	00	00
2C3	09EA066408F769	7	09	EA	06	64	08	F7	69	
F9	7A9A4000F50D1CFF	8	7A	9A	40	00	F5	0D	1C	FF
2F0	00FF000000000000	8	00	FF	00	00	00	00	00	00
380	0200000080002010	8	02	00	00	00	80	00	20	10
388	0000001000000000	8	00	00	00	10	00	00	00	00
C7	03AF72C7	4	03	AF	72	C7				
C9	840E710700410800	8	84	0E	71	07	00	41	08	00
1EF	000007A9	4	00	00	07	A9				
C7	03B08F7F	4	03	B0	8F	7F				
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
1AF	0000	2	00	00						
F1	AF0000C0	4	AF	00	00	C0				
12A	42000000B26E1FFF	8	42	00	00	00	B2	6E	1F	FF
C7	03B08F7F	4	03	B0	8F	7F				
134	00001000	4	00	00	10	00				
1F5	0E0E000200000A00	8	0E	0E	00	02	00	00	0A	00
1F1	0500000008000070	8	05	00	00	00	08	00	00	70
1EF	000007B3	4	00	00	07	B3				
3C9	0000000000000000	8	00	00	00	00	00	00	00	00
388	0000001000000000	8	00	00	00	10	00	00	00	00
1E1	00FF050020	5	00	FF	05	00	20			
C7	03B08F7F	4	03	B0	8F	7F				
19D	D2322DCB0002D164	8	D2	32	2D	CB	00	02	D1	64
C9	840E6A0D00410800	8	84	0E	6A	0D	00	41	08	00
1EF	000007BD	4	00	00	07	BD				
C7	03B1AA0F	4	03	B1	AA	0F				
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
191	074B074B074C0000	8	07	4B	07	4B	07	4C	00	00
C7	03B1AA0F	4	03	B1	AA	0F				
19D	12322DCE0002CE5F	8	12	32	2D	CE	00	02	CE	5F
1F5	0E0E000200000A00	8	0E	0E	00	02	00	00	0A	00
191	074B074B074B0000	8	07	4B	07	4B	07	4B	00	00
1ED	419006D600005F81	8	41	90	06	D6	00	00	5F	81
C7	03B1AA0F	4	03	B1	AA	0F				
2D1	0000000000	5	00	00	00	00	00			
380	020000008000221E	8	02	00	00	00	80	00	22	1E
388	0000001000000000	8	00	00	00	10	00	00	00	00
C7	03B1AA0F	4	03	B1	AA	0F				
F1	AF0000C0	4	AF	00	00	C0				
C9	840E660700410800	8	84	0E	66	07	00	41	08	00
1ED	419006D900005F81	8	41	90	06	D9	00	00	5F	81
C7	03B1AA0F	4	03	B1	AA	0F				
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
1AF	0000	2	00	00						
F1	BB0000C0	4	BB	00	00	C0				
C7	03B2C64C	4	03	B2	C6	4C				
19D	52322DCD0002D25F	8	52	32	2D	CD	00	02	D2	5F
1F5	0E0E000200000A00	8	0E	0E	00	02	00	00	0A	00
C9	840E660A00410800	8	84	0E	66	0A	00	41	08	00
1EF	000007AD	4	00	00	07	AD				
189	8FFF0FFF2FFF	6	8F	FF	0F	FF	2F	FF		
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
1F3	C0C0	2	C0	C0						
C7	03B2C64C	4	03	B2	C6	4C				
1AF	0000	2	00	00						
C9	840E6A0D00410800	8	84	0E	6A	0D	00	41	08	00
191	074C074C074B0000	8	07	4C	07	4C	07	4B	00	00
1EF	000007AD	4	00	00	07	AD				
C7	03B2C64C	4	03	B2	C6	4C				
F9	7A9A4000F20D23FF	8	7A	9A	40	00	F2	0D	23	FF
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C7	03B3DF30	4	03	B3	DF	30				
1ED	419006E200005F6E	8	41	90	06	E2	00	00	5F	6E
19D	92322DCC0002F367	8	92	32	2D	CC	00	02	F3	67
C9	840E830000410800	8	84	0E	83	00	00	41	08	00
3C1	0765540000000000	8	07	65	54	00	00	00	00	00
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
280	0000000000000000	8	00	00	00	00	00	00	00	00
2F0	00FF000000000000	8	00	FF	00	00	00	00	00	00
388	0000001000000000	8	00	00	00	10	00	00	00	00
F1	B10000C0	4	B1	00	00	C0				
1F3	0000	2	00	00						
3C9	0400000000000000	8	04	00	00	00	00	00	00	00
C7	03B3DF30	4	03	B3	DF	30				
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
1AF	0000	2	00	00						
F1	8D000040	4	8D	00	00	40				
C7	03B4F854	4	03	B4	F8	54				
12A	42000000B26E1FFF	8	42	00	00	00	B2	6E	1F	FF
19D	D2322DCB00032865	8	D2	32	2D	CB	00	03	28	65
191	0748074807480000	8	07	48	07	48	07	48	00	00
1EF	000007B0	4	00	00	07	B0				
189	8FFF0FFF2FFF	6	8F	FF	0F	FF	2F	FF		
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
380	020000008000211F	8	02	00	00	00	80	00	21	1F
3C9	0000000000000000	8	00	00	00	00	00	00	00	00
C7	03B4F854	4	03	B4	F8	54				
C9	840E8C0D00410800	8	84	0E	8C	0D	00	41	08	00
1EF	000007B3	4	00	00	07	B3				
C7	03B4F854	4	03	B4	F8	54				
189	CFFF0FFF2FFE	6	CF	FF	0F	FF	2F	FE		
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
1AF	0000	2	00	00						
C7	03B50E34	4	03	B5	0E	34				
19D	12322DCE0003616B	8	12	32	2D	CE	00	03	61	6B
1F5	0E0E000200000A00	8	0E	0E	00	02	00	00	0A	00
191	0748074807480000	8	07	48	07	48	07	48	00	00
2C3	09E9066408EA68	7	09	E9	06	64	08	EA	68	
F9	7AB34001030D2EFF	8	7A	B3	40	01	03	0D	2E	FF
1E1	00FF050020	5	00	FF	05	00	20			
280	0000000000000000	8	00	00	00	00	00	00	00	00
2D1	0000000000	5	00	00	00	00	00			
